ID	name	Binom_Genome_Fraction	Binom_Expected	Binom_Observed_Region_Hits	Binom_Fold_Enrichment	Binom_Region_Set_Coverage	Binom_Raw_PValue	Binom_Adjp_BH	Hyper_Total_Genes	Hyper_Expected	Hyper_Observed_Gene_Hits	Hyper_Fold_Enrichment	Hyper_Gene_Set_Coverage	Hyper_Term_Gene_Coverage	Hyper_Raw_PValue	Hyper_Adjp_BH
GO:0010604	positive regulation of macromolecule metabolic process	0.2897455	26477.23	31569	1.192307	0.3454657	6.472222e-292	2.838932309933333e-289	3005	2393.662	2567	1.072416	0.1716253	0.8542429	5.369575e-19	1.0240324264492752e-16
GO:0060255	regulation of macromolecule metabolic process	0.4778432	43665.79	49169	1.12603	0.5380659	9.720717e-291	4.126287580741935e-288	5942	4733.157	4861	1.02701	0.3249983	0.8180747	2.870499e-7	1.1730713149378882e-5
GO:0010033	response to organic substance	0.2495718	22806.12	27656	1.212657	0.302645	1.605286e-288	6.601237023125e-286	2753	2192.929	2370	1.080747	0.1584542	0.860879	2.833755e-21	7.768621259375e-19
GO:0002682	regulation of immune system process	0.1135085	10372.52	13989	1.34866	0.1530843	8.302506e-285	3.310687165272727e-282	1423	1133.504	1198	1.056899	0.08009628	0.8418833	3.37403e-6	1.0714850510843374e-4
GO:0010646	regulation of cell communication	0.3202675	29266.36	34394	1.175206	0.3763802	8.78705e-282	3.4008467926470588e-279	3326	2649.357	2930	1.105929	0.1958949	0.8809381	9.227639e-45	6.07132508005e-41
GO:0023051	regulation of signaling	0.3241843	29624.29	34764	1.173497	0.3804292	1.590599e-281	5.9801977831428575e-279	3376	2689.185	2972	1.105167	0.1987029	0.8803318	7.262652e-45	6.07132508005e-41
GO:0070887	cellular response to chemical stimulus	0.2329461	21286.84	25886	1.216056	0.2832755	2.337027e-271	8.542482859166667e-269	2555	2035.21	2203	1.082444	0.1472889	0.8622309	1.824922e-20	4.530971433584906e-18
GO:0001775	cell activation	0.08250463	7539.355	10613	1.40768	0.1161401	1.370691e-268	4.8748440186486485e-266	1013	806.9149	886	1.098009	0.05923648	0.8746298	1.506232e-11	1.1326003936e-9
GO:0051179	localization	0.4223724	38596.81	43803	1.134886	0.4793447	4.832102e-264	1.673306058368421e-261	5262	4191.497	4511	1.076227	0.3015979	0.8572786	2.902669e-40	6.3660368951666666e-37
GO:0010941	regulation of cell death	0.1522696	13914.54	17799	1.279165	0.1947779	7.96673e-262	2.688056412051282e-259	1599	1273.699	1383	1.085814	0.09246507	0.8649156	7.878861e-14	7.737159096940298e-12
GO:0048584	positive regulation of response to stimulus	0.1921526	17559.09	21773	1.239984	0.2382662	9.585908e-260	3.1535240843e-257	2014	1604.271	1780	1.109538	0.1190078	0.8838133	7.595842e-28	5.552982493222222e-25
GO:0065009	regulation of molecular function	0.2998784	27403.18	32236	1.17636	0.3527648	4.967335e-259	1.5942722259756095e-256	3321	2645.375	2827	1.068658	0.1890085	0.8512496	3.848196e-19	7.557971815522388e-17
GO:0044281	small molecule metabolic process	0.1391145	12712.43	16417	1.291414	0.1796544	1.388855e-255	4.351414986904762e-253	1777	1415.486	1521	1.074542	0.1016915	0.855937	7.692415e-12	6.097860782228915e-10
GO:0042221	response to chemical	0.3340227	30523.33	35440	1.161079	0.3878268	1.043283e-254	3.192688603953488e-252	3981	3171.104	3234	1.019834	0.2162198	0.8123587	0.00267632	0.03260897674074074
GO:1901700	response to oxygen-containing compound	0.1419757	12973.89	16689	1.286353	0.182631	4.134935e-253	1.2366274923863635e-250	1426	1135.894	1258	1.107498	0.08410778	0.8821879	5.72631e-19	1.0764644755714287e-16
GO:0043170	macromolecule metabolic process	0.5591263	51093.52	56136	1.098691	0.6143071	1.982957e-250	5.798606925111111e-248	7605	6057.836	6102	1.00729	0.4079695	0.8023669	0.05330348	0.3108012944130627
GO:1902531	regulation of intracellular signal transduction	0.1775173	16221.71	20226	1.246848	0.221337	1.172699e-248	3.3546839436956526e-246	1778	1416.283	1570	1.108536	0.1049676	0.8830146	4.551336e-24	1.931968723354839e-21
GO:0043067	regulation of programmed cell death	0.1408197	12868.24	16502	1.282382	0.1805846	4.451497e-244	1.2463244472978724e-241	1485	1182.891	1287	1.088012	0.08604667	0.8666667	1.658507e-13	1.5261743785314687e-11
GO:0033554	cellular response to stress	0.1263306	11544.21	15024	1.301431	0.1644105	7.786987e-244	2.134770040270833e-241	1590	1266.53	1310	1.034322	0.08758441	0.8238994	0.002275095	0.028566770138358778
GO:0009058	biosynthetic process	0.3849155	35173.96	40096	1.139934	0.4387783	4.303943e-242	1.1558282844285713e-239	4832	3848.976	3896	1.012217	0.26048	0.8062914	0.02650514	0.19323054695844877
GO:0044260	cellular macromolecule metabolic process	0.5221029	47710.29	52694	1.104458	0.5766407	2.19531e-240	5.7776168579999997e-238	6978	5558.393	5588	1.005327	0.3736043	0.8008025	0.1373909	0.5671037807716437
GO:0045321	leukocyte activation	0.06880875	6287.812	8963	1.425456	0.09808385	4.117935e-239	1.0625079738235294e-236	869	692.2103	753	1.08782	0.05034432	0.8665132	2.574732e-8	1.2628736326394051e-6
GO:0042981	regulation of apoptotic process	0.1393058	12729.9	16294	1.279979	0.1783084	4.233409e-237	1.0712967121346154e-234	1471	1171.739	1275	1.088126	0.08524437	0.8667573	2.033187e-13	1.8325142282876712e-11
GO:0006793	phosphorus metabolic process	0.1904539	17403.86	21410	1.230187	0.2342938	5.125126e-237	1.2724817553584907e-234	2157	1718.179	1848	1.075557	0.1235542	0.8567455	1.242767e-14	1.3742496599159663e-12
GO:1901576	organic substance biosynthetic process	0.3797928	34705.85	39549	1.139549	0.4327924	1.623774e-235	3.956896678888889e-233	4746	3780.472	3823	1.011249	0.2555994	0.8055204	0.03941714	0.2572867784027778
GO:0007165	signal transduction	0.3980492	36374.13	41212	1.133003	0.4509909	9.849744e-232	2.3565960235636362e-229	4700	3743.83	3856	1.029961	0.2578057	0.8204255	1.182167e-6	4.250310260382514e-5
GO:0051246	regulation of protein metabolic process	0.2374257	21696.2	25959	1.196477	0.2840744	2.041029e-231	4.796053680535715e-229	2683	2137.169	2273	1.063556	0.151969	0.847186	2.747985e-13	2.4268949406040268e-11
GO:0006796	phosphate-containing compound metabolic process	0.1836168	16779.09	20630	1.229507	0.2257581	3.119393e-225	7.201419734561403e-223	2066	1645.692	1769	1.074928	0.1182724	0.8562439	8.215025e-14	8.007519553703704e-12
GO:0006807	nitrogen compound metabolic process	0.4177657	38175.84	42921	1.124297	0.4696928	2.039101e-220	4.626298286034483e-218	5667	4514.103	4530	1.003522	0.3028682	0.7993647	0.2719059	0.8024242516483516
GO:0002684	positive regulation of immune system process	0.07484244	6839.177	9483	1.38657	0.1037743	1.4991e-218	3.343501169491525e-216	897	714.514	777	1.087452	0.05194892	0.8662207	1.75227e-8	8.800809515267176e-7
GO:0002252	immune effector process	0.06108999	5582.465	8005	1.433954	0.08760027	1.562602e-218	3.427046619666666e-216	904	720.0899	779	1.081809	0.05208264	0.8617257	1.248777e-7	5.405479125986842e-6
GO:0044249	cellular biosynthetic process	0.3744834	34220.67	38869	1.135834	0.425351	2.832403e-218	6.110096897868852e-216	4675	3723.916	3764	1.010764	0.2516547	0.8051337	0.04813326	0.2922868335671435
GO:0080134	regulation of response to stress	0.1241035	11340.7	14575	1.285193	0.1594971	6.360145e-215	1.3498894847580647e-212	1377	1096.863	1186	1.081266	0.07929398	0.8612927	6.70849e-11	4.670741794179894e-9
GO:0006629	lipid metabolic process	0.09940892	9084.086	12004	1.321432	0.1313621	2.979558e-210	6.223492654285714e-208	1214	967.0234	1057	1.093045	0.07066925	0.8706755	2.157858e-12	1.808614867643312e-10
GO:0032268	regulation of cellular protein metabolic process	0.2237729	20448.59	24424	1.19441	0.2672766	8.805256e-210	1.810443182875e-207	2506	1996.178	2120	1.062029	0.1417397	0.8459697	6.884566e-12	5.524024633780487e-10
GO:1902578	single-organism localization	0.226176	20668.19	24633	1.191832	0.2695637	2.805601e-207	5.679831316769231e-205	2766	2203.284	2395	1.087014	0.1601257	0.8658713	1.083568e-24	4.916783211034483e-22
GO:0044765	single-organism transport	0.2039039	18632.94	22443	1.20448	0.2455981	2.260306e-205	4.506570705151515e-203	2536	2020.075	2191	1.084613	0.1464866	0.863959	2.432635e-21	6.810860418085107e-19
GO:1901575	organic substance catabolic process	0.1188732	10862.75	13934	1.282732	0.1524825	2.866567e-201	5.630023157164179e-199	1638	1304.765	1348	1.033137	0.09012503	0.8229548	0.002699246	0.032616508828282834
GO:1901360	organic cyclic compound metabolic process	0.3744601	34218.54	38673	1.130177	0.4232061	9.211539e-201	1.7825682603088234e-198	4980	3966.867	3962	0.9987731	0.2648927	0.7955823	0.5879228	0.9371415088421994
GO:0050776	regulation of immune response	0.06802345	6216.051	8632	1.388663	0.09446165	3.080436e-199	5.87470396e-197	914	728.0555	781	1.07272	0.05221635	0.8544858	2.319822e-6	7.68930420604534e-5
GO:0050790	regulation of catalytic activity	0.2166164	19794.63	23623	1.193405	0.2585111	3.758217e-199	7.064911071857144e-197	2271	1808.987	1943	1.074082	0.1299057	0.8555702	7.489757e-15	8.799795746696428e-13
GO:0071310	cellular response to organic substance	0.198589	18147.27	21839	1.203432	0.2389884	1.075249e-196	1.9928452945070424e-194	2115	1684.724	1822	1.081483	0.1218159	0.8614657	1.670222e-16	2.4692688046666666e-14
GO:0010468	regulation of gene expression	0.3692598	33743.33	38122	1.129764	0.4171764	4.635663e-195	8.472317974583332e-193	4426	3525.573	3566	1.011467	0.2384168	0.8056936	0.0436602	0.2733228219790676
GO:0044093	positive regulation of molecular function	0.1738736	15888.75	19380	1.219731	0.2120791	9.76384e-194	1.7600324734246574e-191	1744	1389.2	1503	1.081918	0.1004881	0.8618119	8.488663e-14	8.213405618897059e-12
GO:0031347	regulation of defense response	0.0548362	5010.987	7174	1.431654	0.07850647	5.326183e-193	9.471248932027027e-191	733	583.8782	630	1.078992	0.04212075	0.8594816	4.413817e-6	1.366621597717647e-4
GO:0031326	regulation of cellular biosynthetic process	0.3681597	33642.8	37984	1.129038	0.4156663	5.285218e-192	9.273091154933334e-190	4400	3504.862	3551	1.013164	0.2374139	0.8070455	0.02501304	0.18669687655133296
GO:0009889	regulation of biosynthetic process	0.3731755	34101.15	38450	1.127528	0.4207658	9.397162e-192	1.6270691415526316e-189	4471	3561.418	3607	1.012799	0.241158	0.8067546	0.02712195	0.19718107185082873
GO:0010605	negative regulation of macromolecule metabolic process	0.2235971	20432.52	24203	1.184533	0.2648581	2.012736e-189	3.439687405714286e-187	2372	1889.439	1964	1.039462	0.1313098	0.8279933	1.991177e-5	5.06806540483559e-4
GO:0010556	regulation of macromolecule biosynthetic process	0.3513538	32107.06	36374	1.132897	0.3980477	6.237915e-189	1.0523682498076923e-186	4202	3347.144	3372	1.007426	0.2254463	0.802475	0.1446354	0.5928682039355437
GO:0006915	apoptotic process	0.08560403	7822.582	10412	1.331018	0.1139405	1.385261e-188	2.3074239872151897e-186	915	728.8521	785	1.077036	0.05248379	0.8579235	5.553067e-7	2.1242095538662787e-5
GO:2000112	regulation of cellular macromolecule biosynthetic process	0.3456717	31587.82	35781	1.132747	0.3915584	8.423486e-184	1.385558153425e-181	4101	3266.691	3289	1.006829	0.219897	0.8019995	0.1693563	0.6316223160486838
GO:0009056	catabolic process	0.1287156	11762.16	14785	1.256997	0.1617951	1.22217e-183	1.985498151851852e-181	1757	1399.555	1447	1.0339	0.096744	0.8235629	0.001525026	0.020414869922685656
GO:0012501	programmed cell death	0.09054986	8274.536	10877	1.314515	0.1190291	5.358946e-182	8.59980127e-180	1043	830.8117	853	1.026707	0.05703015	0.8178332	0.04172857	0.2637397947310279
GO:0031324	negative regulation of cellular metabolic process	0.2297907	20998.5	24724	1.177417	0.2705595	7.292554e-182	1.1561773263373494e-179	2436	1940.419	2018	1.039981	0.1349201	0.8284072	1.175456e-5	3.2224636466666665e-4
GO:0007154	cell communication	0.436811	39916.23	44235	1.108196	0.4840722	1.555104e-181	2.4361444685714286e-179	5177	4123.789	4234	1.026726	0.2830782	0.8178482	3.613451e-6	1.1355946910739856e-4
GO:0035556	intracellular signal transduction	0.1544712	14115.73	17318	1.226858	0.1895142	8.870862e-179	1.3733138006823529e-176	1518	1209.178	1331	1.100748	0.08898843	0.8768116	8.697702e-18	1.4487729192151898e-15
GO:0009892	negative regulation of metabolic process	0.242464	22156.6	25910	1.169403	0.2835382	1.984341e-178	3.0362724673255814e-176	2580	2055.124	2140	1.0413	0.1430768	0.8294574	3.088938e-6	9.987060231449631e-5
GO:0051707	response to other organism	0.05478906	5006.679	7072	1.412513	0.07739027	4.013166e-177	6.070028895862069e-175	777	618.9268	657	1.061515	0.04392592	0.8455598	2.154851e-4	0.003971384357002801
GO:0009967	positive regulation of signal transduction	0.1481485	13537.96	16673	1.231574	0.1824559	4.772999e-177	7.13726066375e-175	1476	1175.722	1318	1.121013	0.08811928	0.8929539	8.190005e-25	3.8490098498214285e-22
GO:0071702	organic substance transport	0.1555866	14217.65	17412	1.224675	0.1905429	5.490301e-177	8.117625939213483e-175	2000	1593.119	1690	1.060812	0.1129906	0.845	2.849845e-9	1.644785541885965e-7
GO:0023052	signaling	0.4306423	39352.52	43607	1.108112	0.4771999	1.077247e-176	1.575054808111111e-174	5085	4050.506	4156	1.026045	0.2778632	0.8173058	7.891376e-6	2.2822553139340658e-4
GO:0006952	defense response	0.07765411	7096.11	9496	1.338198	0.1039166	1.091687e-176	1.578627388241758e-174	1168	930.3816	971	1.043658	0.06491944	0.8313356	0.001075345	0.01523533240471092
GO:0032879	regulation of localization	0.2567532	23462.37	27261	1.161903	0.2983224	1.972182e-176	2.8208633628260873e-174	2574	2050.344	2255	1.099815	0.1507655	0.8760684	6.148631e-30	5.779273952071429e-27
GO:0044700	single organism signaling	0.4304258	39332.74	43579	1.107957	0.4768934	4.860698e-176	6.877626342150538e-174	5081	4047.319	4153	1.026111	0.2776626	0.8173588	7.581006e-6	2.21193920075388e-4
GO:0043207	response to external biotic stimulus	0.05518756	5043.095	7105	1.408857	0.07775139	1.585984e-175	2.2202088782978725e-173	780	621.3165	660	1.062261	0.0441265	0.8461538	1.767108e-4	0.00338148429622093
GO:0044248	cellular catabolic process	0.1054075	9632.24	12346	1.281737	0.1351047	1.253978e-174	1.7369575265263158e-172	1436	1143.86	1177	1.028972	0.07869225	0.8196379	0.01220672	0.10867945093369419
GO:0034641	cellular nitrogen compound metabolic process	0.380459	34766.72	38921	1.11949	0.42592	3.778463e-174	5.179249439270833e-172	5172	4119.806	4089	0.9925224	0.2733837	0.7906032	0.8978361	0.9883407428392169
GO:0043085	positive regulation of catalytic activity	0.1427167	13041.6	16101	1.234588	0.1761964	9.759554e-174	1.3239790833608247e-171	1424	1134.301	1229	1.083487	0.08216888	0.8630618	8.505153e-12	6.583488725117647e-10
GO:0008219	cell death	0.09504219	8685.05	11264	1.296941	0.1232641	4.368913e-172	5.866380221122449e-170	1078	858.6913	883	1.028309	0.0590359	0.8191095	0.03052516	0.21480244943315507
GO:2001141	regulation of RNA biosynthetic process	0.317183	28984.5	32952	1.136884	0.3606001	2.103018e-171	2.795314531515152e-169	3704	2950.457	2971	1.006963	0.1986361	0.8021058	0.1807145	0.666299273045671
GO:1903506	regulation of nucleic acid-templated transcription	0.3168374	28952.92	32911	1.136707	0.3601515	1.06617e-170	1.4029731029999999e-168	3686	2936.119	2958	1.007452	0.1977669	0.8024959	0.1646005	0.6208019431069075
GO:0006355	regulation of transcription, DNA-templated	0.3157099	28849.88	32797	1.136816	0.3589039	4.56697e-170	5.950174082178219e-168	3664	2918.594	2939	1.006992	0.1964966	0.8021288	0.1813882	0.6685958890196078
GO:1901701	cellular response to oxygen-containing compound	0.09476308	8659.545	11207	1.294179	0.1226404	1.647501e-168	2.125437809705882e-166	891	709.7346	792	1.11591	0.0529518	0.8888889	4.897645e-14	5.074654374409449e-12
GO:0016192	vesicle-mediated transport	0.1338988	12235.81	15148	1.238005	0.1657675	6.768655e-166	8.647449625728155e-164	1648	1312.73	1426	1.086286	0.09533997	0.8652913	2.219899e-14	2.3943976181147544e-12
GO:0009607	response to biotic stimulus	0.05854745	5350.124	7395	1.382211	0.08092492	1.283854e-164	1.6244456525e-162	818	651.5858	682	1.046677	0.04559738	0.8337408	0.003361458	0.03935358169217082
GO:0051254	positive regulation of RNA metabolic process	0.1623916	14839.51	17962	1.210417	0.1965616	3.618318e-164	4.534613958285714e-162	1489	1186.077	1297	1.093521	0.08671525	0.8710544	3.699805e-15	4.3861021617117115e-13
GO:0019752	carboxylic acid metabolic process	0.06337284	5791.074	7900	1.364168	0.08645123	1.890748e-163	2.3472031067924528e-161	837	666.7204	732	1.097912	0.0489403	0.874552	9.99122e-10	6.02116783607306e-8
GO:0051173	positive regulation of nitrogen compound metabolic process	0.1938326	17712.62	21036	1.187628	0.230201	3.130883e-163	3.850400878224299e-161	1867	1487.177	1606	1.079898	0.1073745	0.8602035	4.474295e-14	4.672797452777778e-12
GO:0044711	single-organism biosynthetic process	0.1019402	9315.395	11898	1.277241	0.1302021	3.561282e-163	4.339158318333334e-161	1170	931.9748	1001	1.074063	0.06692519	0.8555556	4.850388e-8	2.279509131857143e-6
GO:0002263	cell activation involved in immune response	0.04184179	3823.545	5577	1.458594	0.06103019	6.332677e-163	7.645109783761468e-161	607	483.5117	524	1.083738	0.03503376	0.8632619	9.434327e-6	2.6592730051605996e-4
GO:0002366	leukocyte activation involved in immune response	0.0411506	3760.383	5500	1.462617	0.06018757	9.185123e-163	1.0987912141545453e-160	603	480.3255	520	1.082599	0.03476633	0.8623549	1.328775e-5	3.5756333032653065e-4
GO:0042325	regulation of phosphorylation	0.1515009	13844.3	16850	1.217107	0.1843928	1.384273e-160	1.6410494060360361e-158	1466	1167.756	1303	1.115815	0.0871164	0.8888131	1.43123e-22	4.9561988342105257e-20
GO:0048585	negative regulation of response to stimulus	0.1520438	13893.92	16887	1.215424	0.1847977	7.196428e-159	8.455160361785714e-157	1439	1146.249	1271	1.108834	0.08497693	0.8832523	1.325632e-19	2.997207884666666e-17
GO:0031328	positive regulation of cellular biosynthetic process	0.1910054	17454.27	20713	1.186701	0.2266664	9.217537e-159	1.0733944193185841e-156	1814	1444.959	1570	1.086536	0.1049676	0.8654906	7.217607e-16	9.403612922079209e-14
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	0.1845414	16863.58	20079	1.190673	0.2197284	1.753908e-158	2.024532927368421e-156	1753	1396.369	1519	1.087821	0.1015578	0.8665145	8.924194e-16	1.1291679696730769e-13
GO:0051171	regulation of nitrogen compound metabolic process	0.3769965	34450.32	38399	1.11462	0.4202077	3.852749e-158	4.4085499209565216e-156	4508	3590.891	3625	1.009499	0.2423614	0.804126	0.0765364	0.40221345351437704
GO:0009891	positive regulation of biosynthetic process	0.1945528	17778.43	21045	1.183738	0.2302995	1.754372e-157	1.9901535472413796e-155	1844	1468.856	1593	1.084518	0.1065053	0.8638829	1.980137e-15	2.389913654545454e-13
GO:0010647	positive regulation of cell communication	0.161278	14737.75	17780	1.206426	0.19457	6.14359e-157	6.909700923931624e-155	1599	1273.699	1428	1.121144	0.09547369	0.8930582	6.004451e-27	3.762503367095238e-24
GO:0002274	myeloid leukocyte activation	0.03774946	3449.584	5088	1.474961	0.05567897	2.315411e-156	2.5820757075423727e-154	561	446.8699	484	1.083089	0.03235943	0.8627451	2.365441e-5	5.850909420864662e-4
GO:0023056	positive regulation of signaling	0.161985	14802.35	17832	1.204673	0.195139	3.428625e-155	3.791367762605042e-153	1606	1279.275	1435	1.121729	0.0959417	0.8935243	2.474515e-27	1.7137969939473683e-24
GO:0051252	regulation of RNA metabolic process	0.3269276	29874.98	33669	1.126997	0.3684464	7.142912e-155	7.832798250666667e-153	3833	3053.213	3072	1.006153	0.2053888	0.801461	0.2056454	0.6994282291548204
GO:0051247	positive regulation of protein metabolic process	0.153962	14069.2	17029	1.210374	0.1863516	4.73878e-154	5.153521158677686e-152	1576	1255.378	1364	1.086525	0.09119476	0.8654822	7.534239e-14	7.454364736917292e-12
GO:0019538	protein metabolic process	0.3398728	31057.92	34864	1.122548	0.3815235	3.575962e-153	3.8570560621311474e-151	4232	3371.04	3445	1.02194	0.2303269	0.8140359	6.64006e-4	0.010160063899999999
GO:0006996	organelle organization	0.2147065	19620.1	22927	1.168547	0.2508946	7.170339e-151	7.671096821219512e-149	2824	2249.484	2299	1.022012	0.1537073	0.8140935	0.006125361	0.06321852972470589
GO:0033993	response to lipid	0.08755781	8001.121	10318	1.289569	0.1129119	5.712258e-150	6.0619034695161296e-148	833	663.5342	754	1.136339	0.05041118	0.9051621	4.176472e-18	7.327759339733334e-16
GO:0001817	regulation of cytokine production	0.05093343	4654.348	6483	1.392891	0.07094473	9.197262e-150	9.682141652640001e-148	610	485.9014	538	1.107221	0.03596978	0.8819672	1.085582e-8	5.80698111300813e-7
GO:0006082	organic acid metabolic process	0.07848114	7171.685	9380	1.307921	0.1026472	1.16704e-149	1.2188158222222224e-147	965	768.68	846	1.100588	0.05656214	0.8766839	1.373515e-11	1.0387404531609196e-9
GO:1901362	organic cyclic compound biosynthetic process	0.2701165	24683.52	28212	1.142949	0.3087294	1.997015e-148	2.069190581496063e-146	3241	2581.65	2573	0.9966495	0.1720265	0.7938908	0.6705437	0.9371415088421994
GO:0007166	cell surface receptor signaling pathway	0.2095978	19153.26	22399	1.169462	0.2451166	7.169838e-148	7.3709295501562495e-146	2143	1707.027	1845	1.080826	0.1233536	0.8609426	1.800259e-16	2.5749574109782612e-14
GO:0019216	regulation of lipid metabolic process	0.03547471	3241.715	4777	1.473603	0.05227564	6.623542e-146	6.756526292868217e-144	364	289.9477	330	1.138136	0.02206325	0.9065934	8.03928e-9	4.366022443909465e-7
