term_id	term	Binom_Genome_Fraction	Binom_Expected	observed_genes	fold_enrichment	Binom_Region_Set_Coverage	pval	fdr	Hyper_Total_Genes	Hyper_Expected	Hyper_Observed_Gene_Hits	Hyper_Fold_Enrichment	Hyper_Gene_Set_Coverage	Hyper_Term_Gene_Coverage	Hyper_Raw_PValue	Hyper_Adjp_BH
GO:0035189	Rb-E2F complex	0.0001154702	4.957944	15	3.025448	0.000349349	0.0002069217	0.0007387617719008265	3	1.825531	2	1.095572	0.0001750394	0.6666667	0.6602186	0.9651926741116752
GO:0005862	muscle thin filament tropomyosin	0.0002753034	11.8207	26	2.199531	0.0006055383	0.0002456683	0.0008681284711656442	4	2.434042	4	1.643357	0.0003500788	1.0	0.1370827	0.5688860563245823
GO:0044302	dentate gyrus mossy fiber	1.970163e-05	0.8459289	6	7.092795	0.0001397396	0.0002478272	0.0008739702073469388	1	0.6085104	1	1.643357	8.751969e-05	1.0	0.6085104	0.9651926741116752
GO:0097013	phagocytic vesicle lumen	6.8978e-05	2.961708	11	3.714072	0.0002561893	0.0002624888	0.0009219118829268292	3	1.825531	2	1.095572	0.0001750394	0.6666667	0.6602186	0.9651926741116752
GO:0097129	cyclin D2-CDK4 complex	0.0001592443	6.837471	18	2.632552	0.0004192189	0.0002750278	0.0009600970472727272	3	1.825531	2	1.095572	0.0001750394	0.6666667	0.6602186	0.9651926741116752
GO:0061618	sublamina densa	0.0002324964	9.982698	23	2.303986	0.0005356685	0.000288268	0.0010022678148893	1	0.6085104	1	1.643357	8.751969e-05	1.0	0.6085104	0.9651926741116752
GO:0005785	signal recognition particle receptor complex	0.000264022	11.33631	25	2.205303	0.0005822484	0.0003071116	0.0010656402506024	7	4.259573	5	1.173827	0.0004375985	0.7142857	0.4385397	0.961670814213198
GO:1990879	CST complex	5.907119e-05	2.53634	10	3.94269	0.0002328994	0.0003100474	0.0010736711567134	3	1.825531	3	1.643357	0.0002625591	1.0	0.2252991	0.7482730871401152
GO:0020018	ciliary pocket membrane	0.0001076674	4.622917	14	3.028391	0.0003260591	0.0003277328	0.0011303837892215	3	1.825531	2	1.095572	0.0001750394	0.6666667	0.6602186	0.9651926741116752
GO:0098574	cytoplasmic side of lysosomal membrane	0.0002510461	10.77917	24	2.226517	0.0005589585	0.0003498009	0.0012017017001988	6	3.651062	6	1.643357	0.0005251182	1.0	0.05074401	0.2948526891089109
GO:0005596	collagen type XIV trimer	0.0001925703	8.26839	20	2.418851	0.0004657987	0.0003808688	0.0012981090461538	1	0.6085104	1	1.643357	8.751969e-05	1.0	0.6085104	0.9651926741116752
GO:0019774	proteasome core complex, beta-subunit complex	0.0003004382	12.89992	27	2.093037	0.0006288283	0.0004020286	0.0013675303559055	11	6.693615	5	0.7469806	0.0004375985	0.4545455	0.9107793	1.0
